"Environment Canada"
"Monthly Values for June - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"BIG TROUT LAKE A","53.818","-89.897","ON","12.0","6",NA,"28.2","6","-1.9","6","",,NA,"86.9","6",NA,"","8","",,NA,"152.3","8.6","6010735"
"BIG TROUT LAKE","53.816","-89.892","ON","12.3","1",NA,"28.4","0","-1.9","1","",,NA,"118.2","1",NA,"","9","",,NA,"174.3","9.9","6010740"
"EAR FALLS (AUT)","50.631","-93.221","ON","15.0","1",NA,"27.7","0","1.0","1","",,NA,"55.7","2",NA,"","6","",,NA,"92.7","6.5","6012199"
"FORT SEVERN A","56.019","-87.676","ON","7.0","2",NA,"30.0","2","-3.1","2","",,NA,"47.9","2",NA,"","8","",,NA,"309.3","2.1","6012501"
"LANSDOWNE HOUSE (AUT)","52.196","-87.936","ON","12.7","2",NA,"30.1","1","0.2","1","",,NA,"66.7","13",NA,"","7","",,NA,"159.5","9.9","6014353"
"MUSKRAT DAM","53.441","-91.763","ON","13.6","9",NA,"29.2","9","0.5","7","",,NA,"31.6","9",NA,"","4","",,NA,"105.6","14.2","6015026"
"PEAWANUCK (AUT)","54.983","-85.433","ON","8.5","1",NA,"29.3","0","-2.7","1","",,NA,"122.8","1",NA,"","11","",,NA,"279.8","3.0","6016295"
"PICKLE LAKE (AUT)","51.449","-90.218","ON","14.3","0",NA,"28.6","0","2.6","0","",,NA,"57.3","0",NA,"","9","",,NA,"128.1","16.9","6016525"
"PICKLE LAKE A","51.446","-90.214","ON","11.3","16",NA,"28.4","1","2.7","15","",,NA,"",,NA,"","","",,NA,"94.0","0.0","6016529"
"RED LAKE A","51.067","-93.793","ON","13.4","15",NA,"27.6","0","-0.9","15","",,NA,"",,NA,"","","",,NA,"72.7","4.1","6016970"
"SANDY LAKE A","53.064","-93.344","ON","14.9","6",NA,"29.9","6","1.3","6","",,NA,"45.9","6",NA,"","8","",,NA,"92.9","19.0","6017401"
"BARWICK","48.633","-93.967","ON","16.6","0","0.2","29.0","0","1.5","0","0.0","0",NA,"118.0","0","95.0","0.0","12","","",NA,"62.4","20.0","6020559"
"ATIKOKAN (AUT)","48.761","-91.628","ON","14.5","0",NA,"28.6","0","-0.3","0","",,NA,"104.1","3",NA,"","10","",,NA,"112.4","8.6","6020LPQ"
"FORT FRANCES RCS","48.651","-93.439","ON","15.0","1",NA,"29.5","0","0.2","1","",,NA,"85.6","1",NA,"","11","",,NA,"95.2","8.7","6022474"
"MINE CENTRE SOUTHWEST","48.760","-92.623","ON","14.9","0",NA,"28.0","0","-1.0","0","0.0","0",NA,"150.8","0",NA,"0.0","15","","",NA,"99.0","6.6","6025205"
"DRYDEN REGIONAL","49.828","-92.744","ON","15.7","2",NA,"28.1","2","2.2","0","",,NA,"103.6","0",NA,"","12","",,NA,"81.4","15.8","6032125"
"KENORA RCS","49.791","-94.378","ON","16.4","3",NA,"27.4","3","5.8","1","",,NA,"69.2","3",NA,"","7","",,NA,"58.7","16.8","6034073"
"KENORA A","49.788","-94.363","ON","16.5","0",NA,"27.8","0","5.6","0","0.0","0",NA,"127.6","0",NA,"","9","",,NA,"64.9","19.6","6034076"
"RAWSON LAKE (AUT)","49.664","-93.733","ON","15.5","2",NA,"27.2","2","2.6","1","",,NA,"101.4","2",NA,"","11","",,NA,"81.1","11.0","6036907"
"ROYAL ISLAND (AUT)","49.469","-94.763","ON","17.9","4",NA,"28.3","3","8.7","2","",,NA,"",,NA,"","","",,NA,"26.9","23.6","6037201"
"SIOUX LOOKOUT A","50.114","-91.908","ON","14.1","0",NA,"28.3","0","-1.6","0","0.0","0",NA,"68.7","0",NA,"","10","",,NA,"122.9","5.0","6037776"
"ARMSTRONG (AUT)","50.294","-88.905","ON","13.3","3",NA,"29.7","2","-2.2","1","",,NA,"88.1","3",NA,"","8","",,NA,"129.3","3.5","6040325"
"CAMERON FALLS (AUT)","49.154","-88.345","ON","13.5","2",NA,"30.3","1","1.6","1","",,NA,"91.1","2",NA,"","9","",,NA,"130.5","5.7","6041110"
"CARIBOU ISLAND (AUT)","47.333","-85.833","ON","9.8","3",NA,"18.3","2","4.2","1","",,NA,"",,NA,"","","",,NA,"222.5","0.0","6041222"
"GERALDTON A","49.779","-86.939","ON","14.1","1",NA,"30.0","1","1.3","0","0.0","0",NA,"123.1","0",NA,"","14","",,NA,"122.6","10.4","6042717"
"HAZELWOOD","48.467","-89.267","ON","",,NA,"",,"",,"0.0","0",NA,"161.0","0",NA,"0.0","13","","",NA,"","","6043390"
"PUKASKWA (AUT)","48.608","-86.287","ON","12.1","2",NA,"30.3","1","-0.3","1","",,NA,"102.7","4",NA,"","8","",,NA,"166.6","2.5","6046768"
"THUNDER BAY","48.372","-89.322","ON","14.6","0",NA,"30.2","0","0.0","0","",,NA,"202.5","2",NA,"","10","",,NA,"113.8","10.5","6048260"
"THUNDER BAY BURWOOD","48.414","-89.278","ON","14.9","17",NA,"29.5","17","7.5","17","0.0","17",NA,"155.2","17",NA,"0.0","8","","",NA,"46.5","5.6","6048266"
"THUNDER BAY CS","48.369","-89.327","ON","14.5","2",NA,"29.9","0","0.3","2","",,NA,"212.7","2",NA,"","12","",,NA,"108.4","9.4","6048268"
"UPSALA (AUT)","49.033","-90.467","ON","13.4","1",NA,"27.6","0","-1.7","1","",,NA,"148.2","2",NA,"","10","",,NA,"135.9","1.4","6049095"
"WELCOME ISLAND (AUT)","48.369","-89.119","ON","13.2","0",NA,"23.2","0","5.5","0","",,NA,"",,NA,"","","",,NA,"143.3","0.0","6049443"
"LITTLE FLATLAND ISLAND (AUT)","49.690","-88.306","ON","13.2","5",NA,"25.5","4","4.6","4","",,NA,"85.4","5",NA,"","8","",,NA,"122.5","2.7","6049470"
"LAKE SUPERIOR PROVINCIAL PARK","47.723","-84.814","ON","13.2","0",NA,"29.3","0","1.6","0","",,NA,"119.2","0",NA,"","10","",,NA,"150.8","6.3","6054425"
"SAULT STE MARIE A","46.485","-84.510","ON","14.3","1",NA,"30.5","1","1.3","0","0.0","2",NA,"47.4","2",NA,"","7","",,NA,"116.8","8.6","6057591"
"WAWA A","47.967","-84.786","ON","11.5","15",NA,"29.6","0","1.9","15","",,NA,"",,NA,"","","",,NA,"97.7","0.0","6059407"
"KILLARNEY (AUT)","45.967","-81.483","ON","16.4","3",NA,"29.4","3","5.7","1","",,NA,"",,NA,"","","",,NA,"62.8","18.5","605DJ25"
"CHAPLEAU A","47.820","-83.347","ON","12.5","15",NA,"31.1","0","0.0","15","",,NA,"",,NA,"","","",,NA,"82.9","0.0","6061362"
"MASSEY","46.193","-82.025","ON","16.5","0","0.6","31.5","0","1.5","0","0.0","0",NA,"32.0","0","43.0","0.0","5","","",NA,"71.3","25.5","6065006"
"MONETVILLE 2","46.215","-80.303","ON","18.1","18",NA,"29.0","18","5.5","18","0.0","18",NA,"3.0","18",NA,"0.0","2","","",NA,"13.1","14.2","6065252"
"SUDBURY CLIMATE","46.632","-80.796","ON","16.4","0",NA,"31.9","0","1.4","0","",,NA,"32.6","0",NA,"","7","",,NA,"78.2","29.3","6068145"
"SUDBURY A","46.626","-80.798","ON","16.5","1",NA,"31.5","0","1.5","1","0.0","0",NA,"36.1","1",NA,"","7","",,NA,"72.8","30.4","6068153"
"BONNER LAKE","49.383","-82.124","ON","14.7","2",NA,"32.5","1","-1.0","1","0.0","1",NA,"80.2","1",NA,"0.0","13","","",NA,"114.8","21.2","6070QK6"
"EARLTON A","47.695","-79.849","ON","15.2","1",NA,"32.2","1","0.2","0","",,NA,"",,NA,"","","",,NA,"103.2","21.0","6072223"
"EARLTON CLIMATE","47.695","-79.849","ON","15.3","0",NA,"32.2","0","0.5","0","",,NA,"46.7","0",NA,"","8","",,NA,"102.0","21.8","6072230"
"KAPUSKASING A","49.412","-82.468","ON","14.4","0",NA,"32.7","0","-0.4","0","0.0","0",NA,"51.1","0",NA,"","10","",,NA,"129.9","22.0","6073976"
"KAPUSKASING CDA ON","49.406","-82.444","ON","14.1","0",NA,"31.1","0","-1.1","0","",,NA,"49.1","0",NA,"","7","",,NA,"136.7","18.7","6073980"
"KIRKLAND LAKE CS","48.150","-80.000","ON","15.1","0",NA,"32.1","0","1.5","0","",,NA,"65.0","0",NA,"","11","",,NA,"109.9","22.2","6074211"
"MOOSONEE","51.291","-80.608","ON","10.9","5",NA,"31.5","5","-2.1","5","",,NA,"91.8","5",NA,"","10","",,NA,"187.5","10.7","6075420"
"MOOSONEE UA","51.267","-80.650","ON","12.2","1","0.0","32.0","1","-2.5","1","0.0","1",NA,"145.6","1",NA,"0.0","11","","",NA,"190.3","22.0","6075425"
"MOOSONEE RCS","51.292","-80.618","ON","12.0","0",NA,"31.9","0","-2.1","0","",,NA,"141.5","0",NA,"","14","",,NA,"200.8","19.3","6075435"
"NAGAGAMI (AUT)","49.747","-84.164","ON","14.3","2",NA,"31.6","2","-1.9","0","",,NA,"58.5","2",NA,"","12","",,NA,"124.6","20.2","6075543"
"TIMMINS CLIMATE","48.557","-81.390","ON","14.3","0",NA,"32.4","0","-2.0","0","",,NA,"103.8","0",NA,"","14","",,NA,"128.2","16.0","6078282"
"TIMMINS A","48.571","-81.377","ON","14.2","0",NA,"32.3","0","-1.9","0","",,NA,"",,NA,"","","",,NA,"130.3","15.9","6078286"
"ALGONQUIN PARK EAST GATE","45.533","-78.267","ON","15.6","0",NA,"31.2","0","-0.4","0","",,NA,"36.5","0",NA,"","5","",,NA,"86.3","15.2","6080192"
"NORTH BAY A","46.364","-79.424","ON","15.8","1",NA,"29.7","1","0.7","0","",,NA,"52.9","1",NA,"","6","",,NA,"85.7","21.6","6085680"
"GORE BAY CLIMATE","45.883","-82.567","ON","16.6","0",NA,"30.3","0","5.0","0","",,NA,"20.9","0",NA,"","4","",,NA,"68.4","25.4","6092920"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","14.4","2",NA,"25.0","1","6.5","1","",,NA,"",,NA,"","","",,NA,"103.9","2.4","6093005"
"SANDFIELD","45.690","-81.982","ON","16.7","0",NA,"30.0","0","4.0","0","0.0","0",NA,"22.2","0",NA,"0.0","6","","",NA,"63.0","25.0","6097426"
"APPLETON","45.186","-76.113","ON","18.8","2",NA,"33.5","2","5.5","2","0.0","2",NA,"45.0","2",NA,"0.0","4","","",NA,"29.6","51.0","6100285"
"BROCKVILLE CLIMATE","44.635","-75.748","ON","17.5","1",NA,"30.8","0","4.0","1","",,NA,"78.1","1",NA,"","9","",,NA,"41.3","25.5","6100970"
"BROCKVILLE PCC","44.600","-75.667","ON","18.2","0","0.0","30.5","0","6.5","0","0.0","0",NA,"80.8","0","87.0","0.0","10","","",NA,"33.3","39.3","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","17.8","8","0.0","33.5","8","5.0","8","0.0","8",NA,"6.8","8",NA,"0.0","3","","",NA,"35.8","31.2","6101335"
"CORNWALL","45.016","-74.749","ON","19.2","0","0.2","32.0","0","7.0","0","0.0","0",NA,"100.0","0","103.0","0.0","11","","",NA,"30.3","67.3","6101874"
"DRUMMOND CENTRE","45.032","-76.253","ON","18.0","0","0.2","33.5","0","4.0","0","0.0","0",NA,"40.6","0","49.0","0.0","7","","",NA,"41.4","42.1","6102J13"
"HARTINGTON IHD","44.428","-76.690","ON","18.2","0","0.4","31.5","0","5.0","0","0.0","0",NA,"83.4","0","98.0","0.0","11","","",NA,"37.2","44.2","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","18.2","0",NA,"32.4","0","5.5","0","",,NA,"54.3","0",NA,"","6","",,NA,"37.8","42.7","6104027"
"KINGSTON CLIMATE","44.223","-76.599","ON","17.2","2",NA,"28.4","2","4.5","1","",,NA,"81.6","2",NA,"","8","",,NA,"40.7","18.9","6104142"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","18.4","2","0.2","31.0","2","6.0","2","0.0","2",NA,"59.4","2",NA,"","9","","",NA,"30.8","42.7","6104725"
"MOOSE CREEK WELLS","45.251","-74.963","ON","17.5","0",NA,"32.1","0","4.3","0","",,NA,"",,NA,"","","",,NA,"47.6","32.8","6105397"
"OMPAH-SEITZ","45.054","-76.784","ON","17.7","0",NA,"32.0","0","5.5","0","0.0","0",NA,"35.4","0",NA,"0.0","7","","",NA,"48.3","40.5","6105762"
"OTTAWA CDA","45.383","-75.717","ON","18.9","0","0.2","33.5","0","7.5","0","0.0","0",NA,"56.6","0","61.0","0.0","8","","",NA,"34.5","60.3","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","18.8","0",NA,"33.7","0","7.5","0","",,NA,"58.3","0",NA,"","6","",,NA,"34.0","59.4","6105978"
"OTTAWA INTL A","45.317","-75.667","ON","18.5","0",NA,"33.3","0","5.7","0","0.0","0",NA,"66.2","0",NA,"","5","",,NA,"36.3","52.0","6106001"
"PEMBROKE CLIMATE","45.860","-77.252","ON","17.1","0",NA,"33.2","0","3.5","0","",,NA,"55.3","0",NA,"","6","",,NA,"62.9","36.0","6106367"
"PETAWAWA AWOS 2","45.950","-77.317","ON","17.4","2",NA,"33.7","2","3.9","0","",,NA,"43.0","0",NA,"","5","",,NA,"54.1","38.3","6106396"
"ST. ALBERT","45.287","-75.064","ON","17.8","3","-0.3","34.0","3","6.0","2","0.0","3",NA,"49.4","3",NA,"","9","","",NA,"45.6","39.8","6107276"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","18.3","0",NA,"34.0","0","5.0","0","0.0","0",NA,"51.8","0",NA,"0.0","9","","",NA,"47.2","55.1","610FC98"
"BALDWIN","44.267","-79.319","ON","17.6","0",NA,"33.5","0","1.5","0","0.0","0",NA,"44.0","0",NA,"0.0","6","","",NA,"49.4","36.0","6110480"
"BARRIE LANDFILL","44.385","-79.736","ON","17.6","10",NA,"33.0","6","3.5","5","0.0","6",NA,"28.0","6",NA,"0.0","4","","",NA,"33.1","25.9","6110556"
"BEATRICE CLIMATE","45.140","-79.403","ON","15.5","3",NA,"29.6","3","-0.1","0","",,NA,"41.3","3",NA,"","5","",,NA,"79.7","11.6","6110607"
"COLDWATER WARMINSTER","44.631","-79.539","ON","18.0","0",NA,"31.5","0","5.0","0","0.0","0",NA,"51.6","0",NA,"0.0","8","","",NA,"45.8","44.4","6111769"
"COLLINGWOOD","44.500","-80.217","ON","17.2","1",NA,"33.0","0","6.0","1","",,NA,"48.6","2",NA,"","6","",,NA,"58.3","34.0","6111792"
"LAGOON CITY","44.547","-79.217","ON","17.3","2",NA,"29.8","2","6.6","1","",,NA,"",,NA,"","","",,NA,"48.9","30.3","6114295"
"MARKDALE","44.269","-80.712","ON","16.7","12",NA,"30.5","12","1.0","12","",,NA,"22.2","27",NA,"","3","","",NA,"42.4","18.2","6114979"
"MIDLAND WATER POLLUTION CONTROL PLANT","44.758","-79.875","ON","17.4","12","-0.7","32.0","12","6.0","12","0.0","12",NA,"5.8","12",NA,"0.0","3","","",NA,"31.7","20.0","6115127"
"MUSKOKA","44.975","-79.303","ON","16.2","0",NA,"31.8","0","1.3","0","",,NA,"67.0","0",NA,"","6","",,NA,"74.6","22.0","6115529"
"NIPISSING","46.100","-79.521","ON","",,NA,"",,"",,"0.0","2",NA,"38.6","2",NA,"0.0","7","","",NA,"","","6115669"
"ORILLIA BRAIN","44.603","-79.439","ON","18.7","2",NA,"33.5","2","7.5","2","0.0","2",NA,"57.6","2",NA,"0.0","7","","",NA,"33.7","53.5","6115811"
"PARRY SOUND CCG","45.344","-80.044","ON","17.2","1",NA,"30.7","0","5.1","1","",,NA,"26.7","1",NA,"","3","",,NA,"54.8","30.5","6116257"
"RAVENSCLIFFE","45.354","-79.270","ON","17.1","0",NA,"32.5","0","1.5","0","0.0","0",NA,"51.6","0",NA,"0.0","5","","",NA,"63.2","36.2","6116901"
"SHANTY BAY","44.399","-79.633","ON","18.0","0","0.6","32.5","0","4.5","0","0.0","0",NA,"38.8","0","44.0","0.0","8","","",NA,"43.7","44.0","6117684"
"BARRIE-ORO","44.483","-79.550","ON","16.5","2",NA,"31.6","2","3.0","1","",,NA,"45.2","2",NA,"","5","",,NA,"69.1","25.7","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"0.0","0",NA,"76.8","0",NA,"0.0","7","","",NA,"","","6117981"
"THORNBURY 3","44.551","-80.468","ON","",,NA,"",,"",,"0.0","0",NA,"41.0","0",NA,"0.0","5","","",NA,"","","6118240"
"UDORA","44.263","-79.161","ON","17.8","0","-0.1","33.0","0","3.0","0","0.0","0",NA,"40.6","0","38.0","0.0","7","","",NA,"50.2","45.1","6119055"
"WIARTON A","44.744","-81.109","ON","15.9","1",NA,"28.9","0","3.1","1","0.0","0",NA,"48.4","1",NA,"","5","",,NA,"76.6","16.5","6119499"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","16.1","2",NA,"25.6","1","6.9","1","",,NA,"",,NA,"","","",,NA,"72.3","17.7","6119M51"
"BORDEN AWOS","44.272","-79.912","ON","17.1","2",NA,"33.6","2","-0.2","0","",,NA,"32.5","2",NA,"","5","",,NA,"59.2","32.7","611B002"
"EGBERT CS","44.233","-79.783","ON","17.2","2",NA,"32.9","2","3.2","1","",,NA,"28.8","2",NA,"","5","",,NA,"57.2","35.2","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","14.4","2",NA,"26.4","1","7.3","1","",,NA,"",,NA,"","","",,NA,"106.2","5.7","61219J2"
"GODERICH","43.767","-81.717","ON","16.8","1",NA,"30.0","0","4.5","1","",,NA,"48.2","1",NA,"","8","",,NA,"62.3","27.1","6122847"
"KINCARDINE","44.173","-81.623","ON","17.7","8",NA,"31.5","8","6.0","8","0.0","8",NA,"24.0","8",NA,"","4","","",NA,"40.0","34.3","6124127"
"SARNIA","42.999","-82.309","ON","18.4","4",NA,"32.5","4","6.6","1","",,NA,"87.5","4",NA,"","5","",,NA,"28.2","39.2","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","18.4","1",NA,"32.7","0","6.3","1","",,NA,"82.6","1",NA,"","5","",,NA,"32.3","43.2","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","15.2","1",NA,"28.8","1","2.7","0","",,NA,"42.2","1",NA,"","6","",,NA,"89.9","8.7","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"0.0","0",NA,"45.6","0",NA,"0.0","7","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","22.1","10","1.3","35.0","10","8.5","10","0.0","10",NA,"22.2","10",NA,"0.0","5","","",NA,"5.1","88.0","6130257"
"CHATHAM WPCP","42.390","-82.215","ON","17.7","25","-2.5","27.0","25","8.0","25","0.0","25",NA,"4.4","25",NA,"","1","","",NA,"6.9","5.5","6131415"
"DELHI CS","42.867","-80.550","ON","18.6","3",NA,"32.7","2","3.8","1","",,NA,"12.7","9",NA,"","3","",,NA,"30.8","46.7","6131983"
"FORT ERIE","42.883","-78.967","ON","18.2","8","0.1","30.5","8","5.0","8","0.0","9",NA,"21.2","9",NA,"0.0","5","","",NA,"20.2","25.2","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","20.0","0",NA,"33.5","0","7.5","0","0.0","0",NA,"32.0","0",NA,"0.0","8","","",NA,"21.7","80.4","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","20.4","0",NA,"33.9","0","7.9","0","",,NA,"18.3","0",NA,"","4","",,NA,"10.1","82.6","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","21.5","14","1.5","32.0","14","12.0","14","0.0","16",NA,"32.6","15",NA,"0.0","8","","",NA,"1.2","56.8","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","18.1","2",NA,"26.9","1","9.5","1","",,NA,"",,NA,"","","",,NA,"29.8","33.6","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","18.8","0","0.2","33.0","0","5.0","0","0.0","0",NA,"68.0","0","77.0","0.0","7","","",NA,"29.5","53.5","6135583"
"PORT COLBORNE","42.883","-79.250","ON","19.7","0","1.0","30.5","0","7.0","0","0.0","0",NA,"53.6","0","68.0","0.0","8","","",NA,"19.7","71.7","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","19.4","2",NA,"32.2","2","10.5","1","",,NA,"27.2","2",NA,"","6","",,NA,"19.1","57.0","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","18.9","2",NA,"32.9","2","4.5","1","",,NA,"51.1","2",NA,"","4","",,NA,"23.9","48.5","6137154"
"RIDGEVILLE","43.042","-79.325","ON","19.8","3","1.0","33.0","3","6.0","3","0.0","3",NA,"36.6","3",NA,"","6","","",NA,"21.0","70.5","6137161"
"ST THOMAS WPCP","42.768","-81.205","ON","19.1","4","0.3","32.5","2","4.0","2","0.0","3",NA,"44.8","2",NA,"0.0","6","","",NA,"23.2","51.1","6137362"
"TILLSONBURG NORTH","42.861","-80.741","ON","18.0","17",NA,"33.0","17","3.0","17","0.0","17",NA,"30.1","17",NA,"","4","","",NA,"20.9","20.5","6138269"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"0.0","1",NA,"39.6","1",NA,"0.0","7","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","18.8","4",NA,"33.2","3","7.9","2","",,NA,"19.2","4",NA,"","3","",,NA,"27.7","48.7","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","18.8","0",NA,"31.0","0","4.9","0","",,NA,"30.8","0",NA,"","6","",,NA,"29.2","51.7","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","22.1","0",NA,"35.0","0","9.0","0","0.0","0",NA,"23.4","0",NA,"0.0","4","","",NA,"5.6","127.2","6139520"
"WINDSOR A","42.276","-82.955","ON","21.2","0",NA,"34.3","0","9.1","0","0.0","0",NA,"37.6","0",NA,"","3","",,NA,"6.8","101.3","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","19.7","23",NA,"25.7","23","13.7","22","",,NA,"",,NA,"","","",,NA,"0.3","12.5","613F606"
"ERIEAU (AUT)","42.250","-81.900","ON","17.9","20",NA,"28.6","20","8.7","18","",,NA,"",,NA,"","","",,NA,"11.1","9.7","613KLLM"
"POINT PELEE CS","41.949","-82.519","ON","19.4","1",NA,"32.4","0","6.9","1","",,NA,"",,NA,"","","",,NA,"17.8","59.6","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","18.7","0",NA,"33.6","0","5.6","0","",,NA,"31.2","0",NA,"","4","",,NA,"29.9","51.5","6140942"
"DORCHESTER","43.002","-81.033","ON","",,NA,"",,"",,"0.0","0",NA,"63.2","0",NA,"0.0","9","","",NA,"","","6142066"
"ELORA RCS","43.650","-80.417","ON","16.9","2",NA,"30.9","1","3.7","1","",,NA,"53.0","2",NA,"","14","",,NA,"56.0","25.7","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","18.0","0","0.5","32.0","0","6.0","0","0.0","0",NA,"35.4","0","42.0","0.0","7","","",NA,"41.1","40.3","6142400"
"FERGUS MOE","43.702","-80.379","ON","17.2","0",NA,"31.0","0","3.0","0","0.0","0",NA,"70.2","0",NA,"0.0","7","","",NA,"53.2","28.7","6142402"
"FOLDENS","43.018","-80.781","ON","17.7","18","-0.9","31.0","18","4.0","18","0.0","18",NA,"56.2","18",NA,"","4","","",NA,"20.6","16.7","6142420"
"GUELPH TURFGRASS","43.550","-80.217","ON","16.9","2",NA,"32.0","1","2.1","1","",,NA,"",,NA,"","","",,NA,"58.6","26.8","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","17.4","0",NA,"32.3","0","4.2","0","",,NA,"39.7","0",NA,"","4","",,NA,"51.2","34.3","6144239"
"LONDON A","43.033","-81.151","ON","18.0","0",NA,"31.9","0","4.3","0","",,NA,"",,NA,"","","",,NA,"42.5","43.8","6144473"
"LONDON CS","43.033","-81.150","ON","18.4","1",NA,"32.0","0","3.5","1","",,NA,"63.1","1",NA,"","6","",,NA,"38.0","49.4","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","16.5","2",NA,"29.6","0","3.8","2","",,NA,"48.7","2",NA,"","8","",,NA,"65.0","23.4","6145504"
"ROSEVILLE","43.354","-80.474","ON","18.3","1","0.1","31.0","1","5.0","1","0.0","1",NA,"55.6","1",NA,"0.0","6","","",NA,"34.5","41.9","6147188"
"STRATFORD WWTP","43.369","-81.005","ON","16.1","19","-1.8","30.5","19","4.5","19","",,NA,"17.2","29",NA,"","1","","",NA,"27.1","6.5","6148105"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","18.9","0",NA,"33.0","0","3.0","0","0.0","0",NA,"49.8","0",NA,"0.0","7","","",NA,"30.8","58.5","6148122"
"WOODSTOCK","43.136","-80.771","ON","18.5","15","0.0","32.5","15","4.0","15","0.0","15",NA,"2.6","15",NA,"0.0","1","","",NA,"16.8","24.7","6149625"
"BELLEVILLE","44.151","-77.395","ON","19.4","2","0.4","31.0","2","6.0","2","0.0","2",NA,"64.0","2",NA,"","8","","",NA,"21.3","60.3","6150689"
"BLACKSTOCK","44.100","-78.833","ON","17.7","0",NA,"31.5","0","3.0","0","0.0","0",NA,"29.4","0",NA,"0.0","6","","",NA,"48.3","39.0","6150790"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","19.3","2",NA,"31.9","2","9.2","1","",,NA,"",,NA,"","","",,NA,"26.5","62.9","6151061"
"CENTREVILLE","44.403","-76.908","ON","18.0","2","-0.2","31.0","2","5.0","2","0.0","2",NA,"76.8","2",NA,"0.0","9","","",NA,"34.8","35.8","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","16.7","1",NA,"26.6","0","6.6","1","",,NA,"43.3","1",NA,"","7","",,NA,"53.3","15.6","6151684"
"COBOURG STP","43.967","-78.183","ON","17.7","15","0.8","27.0","15","6.0","15","0.0","15",NA,"17.2","15",NA,"","3","","",NA,"22.2","17.5","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","17.4","11","0.0","33.5","11","4.5","11","0.0","11",NA,"16.8","11",NA,"0.0","3","","",NA,"32.3","20.1","6152695"
"HAMILTON A","43.174","-79.935","ON","18.5","0",NA,"31.6","0","4.0","0","0.0","0",NA,"37.6","0",NA,"","6","",,NA,"36.3","50.2","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","19.0","1",NA,"33.3","0","6.2","1","",,NA,"31.6","1",NA,"","7","",,NA,"29.8","59.5","6153301"
